qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3,Column2,Column3,Column1
3527,345,808,4,12,10,1:39.004,1:38.552,1:38.523,98523,1.009591441,1:38.523
3528,345,67,5,16,11,1:39.096,1:38.586,,98586,1.010237019,1:38.586
3529,345,3,131,4,12,1:38.752,1:38.627,,98627,1.010657157,1:38.627
3530,345,16,10,14,13,1:39.021,1:38.851,,98851,1.012952545,1:38.851
3531,345,24,10,15,14,1:38.969,1:38.884,,98884,1.013290705,1:38.884
3532,345,30,131,3,15,1:38.994,1:39.234,,98994,1.014417904,1:38.994
3533,345,37,15,22,16,1:39.003,1:39.264,,99003,1.014510129,1:39.003
3534,345,153,5,17,17,1:39.128,1:39.458,,99128,1.015791038,1:39.128
3535,345,155,15,23,18,1:39.343,,,99343,1.0179942,1:39.343
3536,345,15,205,18,19,1:40.658,,,100658,1.031469356,1:40.658
3537,345,5,205,19,20,1:40.882,,,100882,1.033764743,1:40.882
3538,345,810,166,25,21,1:42.086,,,102086,1.046102452,1:42.086
3539,345,10,166,24,22,1:42.140,,,102140,1.046655805,1:42.140
3540,345,812,164,20,23,1:42.600,,,102600,1.051369547,1:42.600
3541,345,811,164,21,24,1:42.851,,,102851,1.053941611,1:42.851
3494,344,1,1,2,1,1:15.889,1:15.528,1:15.105,75105,1,1:15.105
3495,344,17,9,6,2,1:16.423,1:15.692,1:15.373,75373,1.003568338,1:15.373
3496,344,20,9,5,3,1:16.129,1:15.556,1:15.420,75420,1.004194128,1:15.420
3497,344,4,6,8,4,1:16.171,1:15.597,1:15.435,75435,1.004393849,1:15.435
3498,344,18,1,1,5,1:16.371,1:15.742,1:15.520,75520,1.005525597,1:15.520
3499,344,24,10,15,6,1:17.086,1:16.171,1:15.648,75648,1.007229878,1:15.648
3500,344,13,6,7,7,1:16.673,1:16.314,1:15.688,75688,1.007762466,1:15.688
3501,344,9,4,11,8,1:16.370,1:15.682,1:15.715,75682,1.007682578,1:15.682
3502,344,16,10,14,9,1:16.495,1:16.295,1:15.881,75881,1.010332202,1:15.881
3503,344,3,131,4,10,1:16.350,1:16.001,1:16.071,76001,1.011929965,1:16.001
3504,344,22,3,9,11,1:16.880,1:16.434,,76434,1.017695227,1:16.434
3505,344,807,3,10,12,1:16.770,1:16.438,,76438,1.017748485,1:16.438
3506,344,30,131,3,13,1:16.598,1:16.492,,76492,1.018467479,1:16.492
3507,344,808,4,12,14,1:16.569,1:16.844,,76569,1.01949271,1:16.569
3508,344,67,5,16,15,1:17.356,1:16.928,,76928,1.024272685,1:16.928
3509,344,153,5,17,16,1:17.027,1:17.029,,77027,1.025590839,1:17.027
3510,344,37,15,22,17,1:17.611,1:17.384,,77384,1.030344185,1:17.384
3511,344,155,15,23,18,1:18.019,,,78019,1.038799015,1:18.019
3512,344,5,205,19,19,1:18.237,,,78237,1.041701618,1:18.237
3513,344,15,205,18,20,1:18.698,,,78698,1.047839691,1:18.698
3514,344,10,166,24,21,1:18.941,,,78941,1.051075161,1:18.941
3515,344,811,164,21,22,1:19.484,,,79484,1.05830504,1:19.484
3516,344,810,166,25,23,1:19.675,,,79675,1.060848146,1:19.675
3517,344,812,164,20,24,1:27.757,,,87757,1.168457493,1:27.757
3470,343,17,9,6,1,1:27.500,1:26.818,1:26.295,86295,1,1:26.295
3471,343,1,1,2,2,1:27.667,1:27.013,1:26.433,86433,1.001599166,1:26.433
3472,343,20,9,5,3,1:27.067,1:26.729,1:26.760,86729,1.00502926,1:26.729
3473,343,18,1,1,4,1:27.555,1:27.277,1:26.781,86781,1.005631844,1:26.781
3474,343,30,131,3,5,1:27.756,1:27.438,1:26.857,86857,1.006512544,1:26.857
3475,343,3,131,4,6,1:27.649,1:27.141,1:26.952,86952,1.007613419,1:26.952
3476,343,9,4,11,7,1:27.766,1:27.426,1:27.039,87039,1.008621589,1:27.039
3477,343,13,6,7,8,1:27.993,1:27.200,1:27.082,87082,1.009119879,1:27.082
3478,343,808,4,12,9,1:27.620,1:27.387,1:27.430,87387,1.012654267,1:27.387
3479,343,155,15,23,10,1:28.158,1:27.434,1:28.122,87434,1.013198911,1:27.434
3480,343,16,10,14,11,1:27.951,1:27.525,,87525,1.014253433,1:27.525
3481,343,4,6,8,12,1:27.857,1:27.612,,87612,1.015261603,1:27.612
3482,343,37,15,22,13,1:28.147,1:27.879,,87879,1.018355641,1:27.879
3483,343,67,5,16,14,1:28.534,1:28.273,,88273,1.022921374,1:28.273
3484,343,22,3,9,15,1:28.336,1:28.392,,88336,1.023651428,1:28.336
3485,343,153,5,17,16,1:28.460,1:28.540,,88460,1.02508836,1:28.460
3486,343,807,3,10,17,1:28.227,1:28.841,,88227,1.022388319,1:28.227
3487,343,24,10,15,18,1:28.958,,,88958,1.030859262,1:28.958
3488,343,15,205,18,19,1:30.237,,,90237,1.045680515,1:30.237
3489,343,5,205,19,20,1:30.519,,,90519,1.048948375,1:30.519
3490,343,10,166,24,21,1:30.744,,,90744,1.05155571,1:30.744
3491,343,811,164,21,22,1:31.266,,,91266,1.057604728,1:31.266
3492,343,810,166,25,23,1:31.989,,,91989,1.065982965,1:31.989
3493,343,812,164,20,24,1:32.060,,,92060,1.066805725,1:32.060
3446,342,17,9,6,1,1:15.035,1:14.462,1:13.826,73826,1,1:13.826
3447,342,9,4,11,2,1:15.045,1:14.549,1:14.120,74120,1.003982337,1:14.120
3448,342,20,9,5,3,1:15.110,1:14.568,1:14.227,74227,1.005431691,1:14.227
3449,342,13,6,7,4,1:14.757,1:14.405,1:14.283,74283,1.006190231,1:14.283
3450,342,1,1,2,5,1:15.676,1:14.527,1:14.432,74432,1.00820849,1:14.432
3451,342,3,131,4,6,1:15.188,1:14.375,1:14.544,74375,1.007436405,1:14.375
3452,342,30,131,3,7,1:15.649,1:14.691,1:14.590,74590,1.010348658,1:14.590
3453,342,18,1,1,8,1:15.623,1:15.150,1:14.637,74637,1.01098529,1:14.637
3454,342,22,3,9,9,1:15.590,1:15.083,1:14.901,74901,1.014561266,1:14.901
3455,342,24,10,15,10,1:15.397,1:15.061,1:15.170,75061,1.016728524,1:15.061
3456,342,807,3,10,11,1:16.030,1:15.317,,75317,1.020196137,1:15.317
3457,342,16,10,14,12,1:15.445,1:15.318,,75318,1.020209682,1:15.318
3458,342,67,5,16,13,1:15.961,1:15.413,,75413,1.021496492,1:15.413
3459,342,808,4,12,14,1:15.482,1:15.576,,75482,1.022431122,1:15.482
3460,342,37,15,22,15,1:15.908,1:15.692,,75692,1.025275648,1:15.692
3461,342,155,15,23,16,1:16.175,1:15.992,,75992,1.029339257,1:15.992
3462,342,153,5,17,17,1:16.021,1:16.176,,76021,1.029732073,1:16.021
3463,342,5,205,19,18,1:17.094,,,77094,1.044266248,1:17.094
3464,342,15,205,18,19,1:17.134,,,77134,1.044808062,1:17.134
3465,342,10,166,24,20,1:17.377,,,77377,1.048099586,1:17.377
3466,342,810,166,25,21,1:17.864,,,77864,1.054696177,1:17.864
3467,342,811,164,21,22,1:18.509,,,78509,1.063432937,1:18.509
3468,342,812,164,20,23,1:19.559,,,79559,1.077655568,1:19.559
3422,341,17,9,6,1,1:21.412,1:20.655,1:19.995,79995,1,1:19.995
3423,341,20,9,5,2,1:21.680,1:20.772,1:20.101,80101,1.001325083,1:20.101
3424,341,1,1,2,3,1:21.723,1:21.415,1:20.829,80829,1.010425652,1:20.829
3425,341,4,6,8,4,1:21.957,1:21.549,1:20.937,80937,1.011775736,1:20.937
3426,341,18,1,1,5,1:21.915,1:21.168,1:20.991,80991,1.012450778,1:20.991
3427,341,30,131,3,6,1:22.528,1:21.557,1:21.294,81294,1.016238515,1:21.294
3428,341,9,4,11,7,1:22.488,1:21.599,1:21.353,81353,1.016976061,1:21.353
3429,341,3,131,4,8,1:22.419,1:21.867,1:21.408,81408,1.017663604,1:21.408
3430,341,13,6,7,9,1:22.564,1:21.841,1:21.585,81585,1.019876242,1:21.585
3431,341,155,15,23,10,1:22.577,1:21.725,1:21.984,81725,1.021626352,1:21.725
3432,341,16,10,14,11,1:22.628,1:21.985,,81985,1.024876555,1:21.985
3433,341,37,15,22,12,1:22.211,1:22.026,,82026,1.025389087,1:22.026
3434,341,807,3,10,13,1:22.857,1:22.131,,82131,1.026701669,1:22.131
3435,341,808,4,12,14,1:22.976,1:22.139,,82139,1.026801675,1:22.139
3436,341,67,5,16,15,1:22.699,1:22.191,,82191,1.027451716,1:22.191
3437,341,153,5,17,16,1:22.593,1:22.207,,82207,1.027651728,1:22.207
3438,341,24,10,15,17,1:23.084,1:22.854,,82854,1.035739734,1:22.854
3439,341,22,3,9,18,1:23.125,,,83125,1.039127445,1:23.125
3440,341,15,205,18,19,1:24.674,,,84674,1.058491156,1:24.674
3441,341,5,205,19,20,1:24.748,,,84748,1.059416214,1:24.748
3442,341,10,166,24,21,1:25.475,,,85475,1.068504282,1:25.475
3443,341,810,166,25,22,1:25.556,,,85556,1.069516845,1:25.556
3444,341,812,164,20,23,1:26.750,,,86750,1.084442778,1:26.750
3445,341,811,164,21,24,1:27.122,,,87122,1.089093068,1:27.122
3398,340,20,9,5,1,1:36.317,1:35.280,1:34.558,94558,1,1:34.558
3399,340,17,9,6,2,1:35.978,1:35.100,1:34.808,94808,1.00264388,1:34.808
3400,340,4,6,8,3,1:35.987,1:35.235,1:34.913,94913,1.00375431,1:34.913
3401,340,3,131,4,4,1:35.952,1:35.134,1:34.923,94923,1.003860065,1:34.923
3402,340,18,1,1,5,1:36.122,1:35.443,1:34.979,94979,1.004452294,1:34.979
3403,340,1,1,2,6,1:35.641,1:34.928,1:35.034,94928,1.003912942,1:34.928
3404,340,13,6,7,7,1:36.076,1:35.290,1:35.180,95180,1.006577973,1:35.180
3405,340,9,4,11,8,1:36.348,1:35.550,1:35.364,95364,1.008523869,1:35.364
3406,340,30,131,3,9,1:36.484,1:35.715,1:35.646,95646,1.011506166,1:35.646
3407,340,16,10,14,10,1:36.671,1:35.665,1:35.963,95665,1.0117071,1:35.665
3408,340,22,3,9,11,1:36.664,1:35.748,,95748,1.012584869,1:35.748
3409,340,153,5,17,12,1:36.618,1:36.047,,96047,1.015746949,1:36.047
3410,340,67,5,16,13,1:36.793,1:36.149,,96149,1.016825652,1:36.149
3411,340,808,4,12,14,1:37.031,1:36.311,,96311,1.018538886,1:36.311
3412,340,155,15,23,15,1:37.044,1:36.422,,96422,1.019712769,1:36.422
3413,340,807,3,10,16,1:37.049,1:36.647,,96647,1.022092261,1:36.647
3414,340,37,15,22,17,1:37.050,1:37.020,,97020,1.02603693,1:37.020
3415,340,24,10,15,18,1:37.161,,,97161,1.027528078,1:37.161
3416,340,10,166,24,19,1:39.278,,,99278,1.049916453,1:39.278
3417,340,15,205,18,20,1:39.399,,,99399,1.051196091,1:39.399
3418,340,5,205,19,21,1:39.520,,,99520,1.052475729,1:39.520
3419,340,810,166,25,22,1:39.783,,,99783,1.055257091,1:39.783
3420,340,811,164,21,23,1:40.469,,,100469,1.062511897,1:40.469
3421,340,812,164,20,24,1:40.578,,,100578,1.063664629,1:40.578
3374,339,17,9,6,1,1:51.886,1:48.210,1:49.327,108210,1.018130839,1:48.210
3375,339,3,131,4,2,1:52.560,1:47.417,1:50.673,107417,1.010669627,1:47.417
3376,339,20,9,5,3,1:47.632,1:46.828,1:50.789,106828,1.005127819,1:46.828
3377,339,16,10,14,4,1:49.479,1:47.085,1:50.914,107085,1.007545892,1:47.085
3378,339,807,3,10,5,1:49.664,1:47.346,1:51.001,107346,1.0100016,1:47.346
3379,339,9,4,11,6,1:46.283,1:46.951,1:51.051,106283,1,1:46.283
3380,339,22,3,9,7,1:50.301,1:48.371,1:51.511,108371,1.019645663,1:48.371
3381,339,30,131,3,8,1:52.239,1:48.400,1:51.717,108400,1.019918519,1:48.400
3382,339,155,15,23,9,1:48.467,1:47.792,1:51.767,107792,1.014197943,1:47.792
3383,339,24,10,15,10,1:49.922,1:48.238,1:52.254,108238,1.018394287,1:48.238
3384,339,808,4,12,11,1:47.952,1:48.760,,107952,1.015703358,1:47.952
3385,339,37,15,22,12,1:47.153,1:48.771,,107153,1.008185693,1:47.153
3386,339,67,5,16,13,1:48.945,1:49.207,,108945,1.025046339,1:48.945
3387,339,153,5,17,14,1:48.655,1:49.464,,108655,1.022317774,1:48.655
3388,339,5,205,19,15,1:52.875,1:52.270,,112270,1.05633074,1:52.270
3389,339,10,166,24,16,1:52.398,1:52.520,,112398,1.057535071,1:52.398
3390,339,18,1,1,17,1:52.211,,,112211,1.055775618,1:52.211
3391,339,15,205,18,18,1:52.884,,,112884,1.062107769,1:52.884
3392,339,4,6,8,19,1:53.044,,,113044,1.063613184,1:53.044
3393,339,1,1,2,20,1:53.050,,,113050,1.063669637,1:53.050
3394,339,13,6,7,21,1:53.283,,,113283,1.065861897,1:53.283
3395,339,812,164,20,22,1:56.299,,,116299,1.094238966,1:56.299
3396,339,811,164,21,23,1:57.269,,,117269,1.103365543,1:57.269
3397,339,810,166,25,24,1:59.977,,,119977,1.128844688,1:59.977
3350,338,20,9,5,1,1:24.774,1:24.096,1:23.919,83919,1,1:23.919
3351,338,17,9,6,2,1:25.286,1:24.276,1:24.035,84035,1.001382285,1:24.035
3352,338,4,6,8,3,1:25.082,1:24.335,1:24.111,84111,1.00228792,1:24.111
3353,338,18,1,1,4,1:24.897,1:24.531,1:24.675,84531,1.007292747,1:24.531
3354,338,13,6,7,5,1:25.548,1:25.010,1:24.837,84837,1.01093912,1:24.837
3355,338,3,131,4,6,1:24.788,1:24.788,1:24.884,84788,1.010355223,1:24.788
3356,338,30,131,3,7,1:25.351,1:24.871,1:24.927,84871,1.011344272,1:24.871
3357,338,22,3,9,8,1:25.702,1:25.085,1:25.217,85085,1.013894351,1:25.085
3358,338,9,4,11,9,1:25.588,1:25.122,1:25.372,85122,1.014335252,1:25.122
3359,338,16,10,14,10,1:25.504,1:25.046,1:26.036,85046,1.013429617,1:25.046
3360,338,1,1,2,11,1:25.046,1:25.184,,85046,1.013429617,1:25.046
3361,338,67,5,16,12,1:26.061,1:25.638,,85638,1.020484038,1:25.638
3362,338,24,10,15,13,1:26.170,1:25.743,,85743,1.021735245,1:25.743
3363,338,37,15,22,14,1:26.089,1:25.747,,85747,1.02178291,1:25.747
3364,338,807,3,10,15,1:25.866,1:25.748,,85748,1.021794826,1:25.748
3365,338,155,15,23,16,1:26.251,1:25.777,,85777,1.022140397,1:25.777
3366,338,153,5,17,17,1:26.095,1:26.089,,86089,1.025858268,1:26.089
3367,338,808,4,12,18,1:26.471,,,86471,1.030410277,1:26.471
3368,338,5,205,19,19,1:28.797,,,88797,1.05812748,1:28.797
3369,338,15,205,18,20,1:29.111,,,89111,1.061869183,1:29.111
3370,338,10,166,24,21,1:29.592,,,89592,1.067600901,1:29.592
3371,338,810,166,25,22,1:30.185,,,90185,1.074667239,1:30.185
3372,338,811,164,21,23,1:30.526,,,90526,1.078730681,1:30.526
3373,338,812,164,20,24,1:30.613,,,90613,1.079767395,1:30.613
3326,337,20,9,5,1,1:55.029,1:53.883,1:54.101,113883,1,1:53.883
3327,337,13,6,7,2,1:55.313,1:54.331,1:54.242,114242,1.003152358,1:54.242
3328,337,4,6,8,3,1:54.612,1:54.172,1:54.608,114172,1.002537692,1:54.172
3329,337,1,1,2,4,1:55.341,1:54.707,1:55.217,114707,1.007235496,1:54.707
3330,337,3,131,4,5,1:55.463,1:54.682,1:55.241,114682,1.007015973,1:54.682
3331,337,17,9,6,6,1:55.298,1:54.318,1:55.284,114318,1.00381971,1:54.318
3332,337,30,131,3,7,1:55.593,1:55.105,1:55.524,115105,1.010730311,1:55.105
3333,337,18,1,1,8,1:55.715,1:55.168,1:55.672,115168,1.01128351,1:55.168
3334,337,9,4,11,9,1:55.511,1:54.963,1:55.885,114963,1.009483417,1:54.963
3335,337,16,10,14,10,1:55.213,1:54.996,1:56.309,114996,1.009773188,1:54.996
3336,337,22,3,9,11,1:55.969,1:55.330,,115330,1.012706023,1:55.330
3337,337,24,10,15,12,1:55.628,1:55.623,,115623,1.015278839,1:55.623
3338,337,807,3,10,13,1:56.375,1:55.857,,115857,1.017333579,1:55.857
3339,337,37,15,22,14,1:56.428,1:56.237,,116237,1.020670337,1:56.237
3340,337,67,5,16,15,1:56.189,1:56.265,,116189,1.020248852,1:56.189
3341,337,155,15,23,16,1:56.541,1:56.270,,116270,1.020960108,1:56.270
3342,337,808,4,12,17,1:56.167,1:56.619,,116167,1.020055671,1:56.167
3343,337,153,5,17,18,1:57.071,,,117071,1.027993643,1:57.071
3344,337,10,166,24,19,1:59.728,,,119728,1.051324605,1:59.728
3345,337,15,205,18,20,1:59.852,,,119852,1.052413442,1:59.852
3346,337,5,205,19,21,2:00.313,,,120313,1.056461456,2:00.313
3347,337,810,166,25,22,2:00.587,,,120587,1.058867434,2:00.587
3348,337,811,164,21,23,2:03.204,,,123204,1.081847159,2:03.204
3349,337,812,164,20,24,2:04.904,,,124904,1.09677476,2:04.904
2960,272,95,3,2,1,1:16.179,,,76179,1,1:16.179
2961,272,30,22,5,2,1:16.197,,,76197,1.000236286,1:16.197
2962,272,71,3,0,3,1:16.830,,,76830,1.008545662,1:16.830
2963,272,57,1,7,4,1:16.992,,,76992,1.010672233,1:16.992
2964,272,22,17,14,5,1:17.537,,,77537,1.017826435,1:17.537
2965,272,56,17,15,6,1:17.667,,,77667,1.019532942,1:17.667
2966,272,65,22,6,7,1:17.727,,,77727,1.020320561,1:17.727
2967,272,55,6,27,8,1:17.801,,,77801,1.021291957,1:17.801
2968,272,84,1,8,9,1:17.950,,,77950,1.023247877,1:17.950
2969,272,49,15,30,10,1:17.962,,,77962,1.0234054,1:17.962
2970,272,77,6,28,11,1:18.070,,,78070,1.024823114,1:18.070
2971,272,44,27,26,12,1:18.072,,,78072,1.024849368,1:18.072
2972,272,87,25,4,13,1:18.237,,,78237,1.027015319,1:18.237
2973,272,70,32,12,14,1:18.331,,,78331,1.028249255,1:18.331
2974,272,79,25,3,15,1:18.411,,,78411,1.029299413,1:18.411
2975,272,105,18,24,16,1:18.755,,,78755,1.033815093,1:18.755
2976,272,109,15,29,17,1:18.806,,,78806,1.034484569,1:18.806
2977,272,94,18,23,18,1:18.957,,,78957,1.036466743,1:18.957
2978,272,104,29,9,19,1:19.061,,,79061,1.037831948,1:19.061
2979,272,116,27,25,20,1:19.153,,,79153,1.03903963,1:19.153
2980,272,81,29,10,21,1:19.610,,,79610,1.045038659,1:19.610
2981,272,63,32,11,22,1:19.844,,,79844,1.048110372,1:19.844
2982,272,115,33,19,23,1:20.145,,,80145,1.052061592,1:20.145
2983,272,101,31,31,24,1:20.442,,,80442,1.055960304,1:20.442
2984,272,98,33,20,25,1:22.422,,,82422,1.081951719,1:22.422
2985,272,93,31,32,26,1:22.529,,,82529,1.083356306,1:22.529
2934,271,30,22,5,1,1:37.209,,,97209,1,1:37.209
2935,271,71,3,0,2,1:37.696,,,97696,1.005009824,1:37.696
2936,271,49,15,30,3,1:37.742,,,97742,1.005483031,1:37.742
2937,271,95,3,2,4,1:37.768,,,97768,1.005750496,1:37.768
2938,271,65,22,6,5,1:37.828,,,97828,1.006367723,1:37.828
2939,271,56,17,15,6,1:37.880,,,97880,1.006902653,1:37.880
2940,271,55,6,27,7,1:37.907,,,97907,1.007180405,1:37.907
2941,271,57,1,7,8,1:37.998,,,97998,1.008116532,1:37.998
2942,271,84,1,8,9,1:38.076,,,98076,1.008918927,1:38.076
2943,271,22,17,14,10,1:38.533,,,98533,1.013620138,1:38.533
2944,271,77,6,28,11,1:38.570,,,98570,1.014000761,1:38.570
2945,271,81,29,10,12,1:39.030,,,99030,1.018732833,1:39.030
2946,271,87,25,4,13,1:39.266,,,99266,1.021160592,1:39.266
2947,271,79,25,3,14,1:39.462,,,99462,1.023176866,1:39.462
2948,271,109,15,29,15,1:39.483,,,99483,1.023392896,1:39.483
2949,271,94,18,23,16,1:39.548,,,99548,1.024061558,1:39.548
2950,271,70,32,12,17,1:39.721,,,99721,1.025841229,1:39.721
2951,271,104,29,9,18,1:39.868,,,99868,1.027353434,1:39.868
2952,271,44,27,26,19,1:40.042,,,100042,1.029143392,1:40.042
2953,271,116,27,25,20,1:40.577,,,100577,1.034646998,1:40.577
2954,271,105,18,24,21,1:40.652,,,100652,1.035418531,1:40.652
2955,271,100,33,20,22,1:40.978,,,100978,1.03877213,1:40.978
2956,271,115,33,19,23,1:40.990,,,100990,1.038895576,1:40.990
2957,271,101,31,31,24,1:41.659,,,101659,1.045777654,1:41.659
2958,271,63,32,11,25,1:41.805,,,101805,1.047279573,1:41.805
2959,271,89,31,32,26,1:45.004,,,105004,1.080188048,1:45.004
2908,270,30,22,5,1,1:22.762,,,82762,1,1:22.762
2909,270,71,3,0,2,1:22.892,,,82892,1.001570769,1:22.892
2910,270,95,3,2,3,1:23.392,,,83392,1.007612189,1:23.392
2911,270,49,15,30,4,1:23.431,,,83431,1.00808342,1:23.431
2912,270,22,17,14,5,1:23.455,,,83455,1.008373408,1:23.455
2913,270,77,6,28,6,1:23.677,,,83677,1.011055799,1:23.677
2914,270,65,27,25,7,1:24.040,,,84040,1.015441869,1:24.040
2915,270,81,29,10,8,1:24.079,,,84079,1.0159131,1:24.079
2916,270,57,1,7,9,1:24.122,,,84122,1.016432662,1:24.122
2917,270,56,17,15,10,1:24.157,,,84157,1.016855562,1:24.157
2918,270,44,27,26,11,1:24.432,,,84432,1.020178343,1:24.432
2919,270,50,22,6,12,1:24.643,,,84643,1.022727822,1:24.643
2920,270,79,25,3,13,1:24.738,,,84738,1.023875692,1:24.738
2921,270,87,25,4,14,1:24.770,,,84770,1.024262343,1:24.770
2922,270,84,1,8,15,1:25.110,,,85110,1.028370508,1:25.110
2923,270,55,6,27,16,1:25.182,,,85182,1.029240473,1:25.182
2924,270,94,18,23,17,1:25.294,,,85294,1.030593751,1:25.294
2925,270,110,15,29,18,1:25.407,,,85407,1.031959112,1:25.407
2926,270,104,29,9,19,1:25.427,,,85427,1.032200768,1:25.427
2927,270,105,18,24,20,1:25.511,,,85511,1.033215727,1:25.511
2928,270,70,32,12,21,1:25.557,,,85557,1.033771538,1:25.557
2929,270,103,32,11,22,1:25.595,,,85595,1.034230686,1:25.595
2930,270,100,33,20,23,1:26.272,,,86272,1.042410768,1:26.272
2931,270,115,33,19,24,1:27.168,,,87168,1.053236993,1:27.168
2932,270,101,31,31,25,1:27.201,,,87201,1.053635727,1:27.201
2933,270,93,31,32,26,1:27.976,,,87976,1.062999928,1:27.976
2882,269,77,6,28,1,1:20.608,,,80608,1,1:20.608
2883,269,71,3,0,2,1:20.766,,,80766,1.001960103,1:20.766
2884,269,14,3,2,3,1:21.033,,,81033,1.00527243,1:21.033
2885,269,57,1,7,4,1:21.251,,,81251,1.007976876,1:21.251
2886,269,55,6,27,5,1:21.517,,,81517,1.011276796,1:21.517
2887,269,79,25,3,6,1:21.590,,,81590,1.012182414,1:21.590
2888,269,84,1,8,7,1:21.656,,,81656,1.013001191,1:21.656
2889,269,22,17,14,8,1:21.796,,,81796,1.014737991,1:21.796
2890,269,49,15,30,9,1:21.921,,,81921,1.016288706,1:21.921
2891,269,50,22,6,10,1:22.000,,,82000,1.017268757,1:22.000
2892,269,104,29,9,11,1:22.132,,,82132,1.018906312,1:22.132
2893,269,87,25,4,12,1:22.288,,,82288,1.020841604,1:22.288
2894,269,56,17,15,13,1:22.294,,,82294,1.020916038,1:22.294
2895,269,109,22,5,14,1:22.369,,,82369,1.021846467,1:22.369
2896,269,44,27,26,15,1:22.672,,,82672,1.025605399,1:22.672
2897,269,81,29,10,16,1:22.756,,,82756,1.026647479,1:22.756
2898,269,110,15,29,17,1:22.885,,,82885,1.028247817,1:22.885
2899,269,94,18,23,18,1:23.243,,,83243,1.032689063,1:23.243
2900,269,105,18,24,19,1:23.364,,,83364,1.034190155,1:23.364
2901,269,65,32,12,20,1:23.408,,,83408,1.034736006,1:23.408
2902,269,103,27,25,21,1:23.699,,,83699,1.03834607,1:23.699
2903,269,100,33,20,22,1:24.192,,,84192,1.044462088,1:24.192
2904,269,114,33,19,23,1:24.438,,,84438,1.047513894,1:24.438
2905,269,101,31,31,24,1:24.514,,,84514,1.048456729,1:24.514
2906,269,113,32,11,25,1:25.313,,,85313,1.058368896,1:25.313
2907,269,111,31,32,26,1:25.649,,,85649,1.062537217,1:25.649
2856,268,55,6,27,1,1:23.844,,,83844,1,1:23.844
2857,268,77,6,28,2,1:23.978,,,83978,1.001598206,1:23.978
2858,268,71,3,0,3,1:24.158,,,84158,1.00374505,1:24.158
2859,268,65,32,12,4,1:24.374,,,84374,1.006321263,1:24.374
2860,268,14,3,2,5,1:24.502,,,84502,1.007847908,1:24.502
2861,268,44,27,26,6,1:25.455,,,85455,1.019214255,1:25.455
2862,268,57,1,7,7,1:25.528,,,85528,1.02008492,1:25.528
2863,268,110,15,29,8,1:25.540,,,85540,1.020228043,1:25.540
2864,268,56,17,15,9,1:25.568,,,85568,1.020561996,1:25.568
2865,268,50,22,6,10,1:25.618,,,85618,1.021158342,1:25.618
2866,268,49,15,30,11,1:25.628,,,85628,1.021277611,1:25.628
2867,268,103,27,25,12,1:25.718,,,85718,1.022351033,1:25.718
2868,268,70,32,11,13,1:25.733,,,85733,1.022529937,1:25.733
2869,268,79,25,3,14,1:25.889,,,85889,1.024390535,1:25.889
2870,268,84,1,8,15,1:25.933,,,85933,1.024915319,1:25.933
2871,268,22,17,14,16,1:25.946,,,85946,1.025070369,1:25.946
2872,268,81,29,10,17,1:26.002,,,86002,1.025738276,1:26.002
2873,268,94,18,23,18,1:26.056,,,86056,1.026382329,1:26.056
2874,268,104,29,9,19,1:26.337,,,86337,1.029733791,1:26.337
2875,268,109,22,5,20,1:26.384,,,86384,1.030294356,1:26.384
2876,268,87,25,4,21,1:26.574,,,86574,1.032560469,1:26.574
2877,268,105,18,24,22,1:26.832,,,86832,1.035637613,1:26.832
2878,268,114,33,19,23,1:27.846,,,87846,1.047731501,1:27.846
2879,268,100,33,20,24,1:27.894,,,87894,1.048303993,1:27.894
2880,268,111,31,32,25,1:28.353,,,88353,1.053778446,1:28.353
2881,268,101,31,31,26,1:28.619,,,88619,1.056951004,1:28.619
2830,267,22,17,14,1,2:21.163,,,141163,1,2:21.163
2831,267,30,22,5,2,2:21.494,,,141494,1.002344807,2:21.494
2832,267,71,3,0,3,2:21.681,,,141681,1.003669517,2:21.681
2833,267,56,17,15,4,2:22.074,,,142074,1.006453532,2:22.074
2834,267,55,6,27,5,2:22.202,,,142202,1.007360286,2:22.202
2835,267,50,22,6,6,2:22.218,,,142218,1.00747363,2:22.218
2836,267,14,3,2,7,2:22.359,,,142359,1.008472475,2:22.359
2837,267,57,1,7,8,2:22.441,,,142441,1.009053364,2:22.441
2838,267,49,15,30,9,2:22.634,,,142634,1.010420578,2:22.634
2839,267,94,18,23,10,2:23.326,,,143326,1.015322712,2:23.326
2840,267,77,6,28,11,2:23.895,,,143895,1.019353513,2:23.895
2841,267,87,25,4,12,2:24.048,,,144048,1.020437367,2:24.048
2842,267,84,1,8,13,2:24.117,,,144117,1.020926163,2:24.117
2843,267,81,29,10,14,2:25.114,,,145114,1.027988921,2:25.114
2844,267,110,15,29,15,2:25.695,,,145695,1.03210473,2:25.695
2845,267,103,27,25,16,2:26.044,,,146044,1.034577049,2:26.044
2846,267,44,27,26,17,2:26.079,,,146079,1.03482499,2:26.079
2847,267,105,18,24,18,2:26.738,,,146738,1.039493352,2:26.738
2848,267,112,33,19,19,2:26.901,,,146901,1.040648045,2:26.901
2849,267,65,32,12,20,2:27.155,,,147155,1.042447384,2:27.155
2850,267,101,31,31,21,2:27.212,,,147212,1.042851172,2:27.212
2851,267,100,33,20,22,2:28.156,,,148156,1.049538477,2:28.156
